9945,1
19163,1
15921,1
1642,1
14067,1
17111,1
36084,1
1936,1
2797,1
31644,1
41375,1
12390,1
17393,1
28083,1
33851,1
2486,1
6664,1
11085,1
19540,1
28112,1
32845,1
34716,1
656,1
6130,1
9809,1
35629,1
736,1
5579,1
6351,1
30806,1
5213,1
11101,1
34035,1
4935,1
12952,1
36006,1
14786,1
24104,1
35945,1
4729,1
10615,1
21129,1
28845,1
38200,1
39012,1
28085,1
3092,1
4970,1
16079,1
16834,1
18073,1
18425,1
21320,1
25425,1
30743,1
6258,1
6521,1
12251,1
19099,1
33248,1
2537,1
16615,1
2710,1
4278,1
13976,1
16043,1
26828,1
32890,1
35988,1
15594,1
24530,1
26538,1
31579,1
32080,1
40246,1
40482,1
31751,1
40927,1
10675,1
14260,1
34967,1
3343,1
9584,1
23217,1
40855,1
2212,1
20828,1
34185,1
3312,1
16430,1
19794,1
28119,1
30079,1
31389,1
37817,1
40432,1
5305,1
8433,1
9483,1
17972,1
12742,1
30192,1
16409,1
20836,1
24410,1
34960,1
12960,1
16700,1
24275,1
31548,1
37504,1
38636,1
9662,1
29899,1
38793,1
187,1
1297,1
23366,1
24916,1
2185,1
5189,1
10970,1
11060,1
11381,1
15481,1
22135,1
14193,1
26868,1
27273,1
32831,1
4270,1
32131,1
8950,1
15821,1
30063,1
31222,1
39113,1
13952,1
18082,1
26453,1
2026,1
16270,1
16498,1
25484,1
35657,1
38181,1
2334,1
6703,1
10088,1
20806,1
20947,1
27881,1
32266,1
12254,1
11869,1
15853,1
17194,1
23160,1
1902,1
7639,1
9049,1
19112,1
26016,1
35818,1
37629,1
6772,1
9236,1
16027,1
25809,1
38022,1
7235,1
15671,1
33746,1
36692,1
37620,1
1098,1
22699,1
36821,1
1898,1
6746,1
8350,1
15630,1
15988,1
30262,1
34201,1
11135,1
19487,1
24223,1
38711,1
1516,1
7952,1
18828,1
27384,1
31597,1
5064,1
12706,1
18187,1
23044,1
23077,1
31811,1
33737,1
15811,1
17897,1
8664,1
12414,1
13949,1
25061,1
26714,1
34483,1
40969,1
10263,1
24985,1
39463,1
12971,1
31187,1
11370,1
40886,1
6260,1
7749,1
15803,1
16800,1
37626,1
26159,1
33400,1
9877,1
11451,1
14315,1
17601,1
24317,1
3137,1
3409,1
6111,1
11058,1
13957,1
14845,1
24536,1
31501,1
34398,1
36326,1
6173,1
8218,1
11344,1
34496,1
38759,1
2438,1
2695,1
27409,1
22605,1
33278,1
23928,1
9803,1
11035,1
25574,1
30477,1
29364,1
1625,1
17132,1
7669,1
19534,1
21402,1
22265,1
36203,1
1,1
404,1
10429,1
11761,1
14090,1
18127,1
29419,1
34236,1
25897,1
28257,1
37735,1
15991,1
3947,1
11879,1
20731,1
30857,1
19583,1
25920,1
30474,1
9318,1
9922,1
16153,1
2707,1
3804,1
31990,1
27259,1
34663,1
38768,1
4092,1
14627,1
15455,1
22261,1
32086,1
37047,1
17837,1
7348,1
9105,1
24983,1
25823,1
33102,1
14394,1
19545,1
21414,1
22937,1
24098,1
33627,1
37740,1
18904,1
25960,1
16296,1
22100,1
30795,1
36578,1
37019,1
301,1
1804,1
6219,1
13702,1
15140,1
21045,1
27370,1
30310,1
35399,1
36522,1
39126,1
1231,1
11562,1
25575,1
31673,1
4956,1
9118,1
18158,1
18465,1
32104,1
33486,1
3323,1
8444,1
27268,1
36492,1
37270,1
3266,1
21144,1
32819,1
38156,1
39996,1
9923,1
12381,1
12505,1
23590,1
27817,1
800,1
19228,1
40312,1
6980,1
15712,1
18831,1
18836,1
26509,1
39050,1
127,1
8704,1
7522,1
10742,1
40816,1
20269,1
22174,1
1155,1
15488,1
17277,1
17761,1
31518,1
32379,1
33298,1
16277,1
24787,1
37510,1
11643,1
12285,1
19762,1
21261,1
28218,1
38585,1
30186,1
34769,1
41040,1
6632,1
8733,1
22228,1
28892,1
31993,1
863,1
9334,1
15573,1
18941,1
19715,1
23075,1
25063,1
26921,1
39594,1
9787,1
11052,1
26130,1
29215,1
39870,1
40884,1
11784,1
28694,1
30746,1
36959,1
8378,1
25258,1
31509,1
37103,1
38166,1
40613,1
12208,1
21184,1
22059,1
295,1
2656,1
16082,1
19194,1
31033,1
33691,1
39999,1
855,1
12800,1
12959,1
15093,1
24579,1
34147,1
6871,1
9730,1
17905,1
18119,1
23739,1
39983,1
24833,1
26867,1
41332,1
25112,1
41394,1
41473,1
1225,1
22045,1
25461,1
34541,1
4433,1
10419,1
17711,1
27656,1
31003,1
16569,1
32741,1
9811,1
11477,1
16797,1
23411,1
38388,1
3837,1
15711,1
15834,1
27227,1
31189,1
31819,1
10737,1
10880,1
10887,1
22124,1
27193,1
30215,1
34556,1
38687,1
1034,1
2011,1
17940,1
29102,1
39481,1
39932,1
1419,1
2659,1
8941,1
3249,1
5227,1
9930,1
19090,1
21345,1
36894,1
40142,1
2402,1
2693,1
5646,1
8414,1
11265,1
12219,1
21448,1
26501,1
29310,1
32822,1
31874,1
518,1
15148,1
19663,1
41112,1
17908,1
19301,1
5950,1
9265,1
16528,1
16973,1
17476,1
18736,1
9059,1
13464,1
15074,1
28695,1
29261,1
3281,1
20529,1
